,Unnamed: 0,block_order,block_name,stimuli,valence,random_fixation,movement,accuracy,response_time,ImpVsExp,participant,Group,Race,Gender,Duration (in seconds),ResponseId,Age,CurrentGender,Sex,RaceEthnicity,Check1_1,Political_1,Zip,Occupations,PSYID,FTBlack_1,VCNegBlack_1,VCPosBlack_1,ECBlack_Neighbors,ECBlack_WorkColleagues,ECBlack_CloseFriends,ECBlack_Married,FTWhite_1,VCNegWhite_1,VCPosWhite_1,ECWhite_Neighbors,ECWhite_WorkColleagues,ECWhite_CloseFriends,ECWhite_Married,MiniIPI_1_1,MiniIPI_1_2,MiniIPI_1_3,MiniIPI_1_4,MiniIPI_1_5,MiniIPI_2_1,MiniIPI_2_2,MiniIPI_2_3,MiniIPI_2_4,MiniIPI_2_5,MiniIPI_3_1,MiniIPI_3_2,MiniIPI_3_3,MiniIPI_3_4,MiniIPI_3_5,MiniIPI_4_1,MiniIPI_4_2,MiniIPI_4_3,MiniIPI_4_4,MiniIPI_4_5,Unclear,Comments ,expected_ir,accuracy_total,race,gender,Total RT Approach Male,Total RT Avoid Male,Total RT Approach Female,Total RT Avoid Female,Total RT Approach Black,Total RT Avoid Black,Total RT Approach White,Total RT Avoid White,Avg Total RT Approach Male,Avg Total RT Avoid Male,Avg Total RT Approach Female,Avg Total RT Avoid Female,Avg Total RT Approach Black,Avg Total RT Avoid Black,Avg Total RT Approach White,Avg Total RT Avoid White,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism
8190,21610,1,blkTestCatAAp,27,2,800,Approach,1,583,Implicit,s.ad505434-347e-41b7-a1f5-f5451ca1ed46.txt,Faces_ImplicitWB_ApproachRedBlue,Dr.Dre,Dr.Dre2,710,R_3HH6MdAsezCihpe,44,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Moderate,31525,Other,OyJfOHLb6N,51,1,6.0,3,3,3,3,51,4,4.0,3,3,3,3,5,5,5,5,5,5,5,2,2,5,5,5,5,5,5,5,4,2,2,5,no,no,0.6,0.975,white,male,5891.0,4900.0,4952.0,5919.0,5626.0,5336.0,5217.0,5483.0,589.1,544.4444444444445,495.2,591.9,562.6,592.8888888888889,521.7,548.3,5.0,3.5,5.0,4.75,3.5
8229,21710,1,blkTestCatAAp,42,1,1600,Avoid,1,587,Implicit,s.fc13830c-8b6e-4a0d-b1a0-7944b4b6a0d2.txt,Faces_ImplicitWB_ApproachRedBlue,Dr.Dre,Dr.Dre2,780,R_Z9Vi5BIG2w9BIc1,41,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Strongly conservative,70087,Other,RKUZQv9cCO,100,1,7.0,All,All,All,None,100,5,6.0,2,3,4,3,1,5,1,1,1,1,5,1,3,5,1,5,5,5,5,1,1,5,5,5,none,none,0.6,1.0,white,female,7464.0,6852.0,8182.0,7101.0,7511.0,7094.0,8135.0,6859.0,746.4,685.2,818.2,710.1,751.1,709.4,813.5,685.9,4.0,3.0,1.0,4.0,3.5
8269,21810,1,blkTestCatAAp,59,2,1300,Approach,1,566,Implicit,s.030fcf3b-57f4-40f0-a1e7-f2941767737e.txt,Faces_ImplicitWB_ApproachRedBlue,Dr.Dre,Dr.Dre2,727,R_2ToY98yR9IFBJ7g,32,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Strongly liberal,50047,Other,bt4vhgHgPF,49,3,3.0,2,2,3,2,61,5,6.0,All,All,All,5,2,4,2,2,5,2,4,4,2,5,1,2,4,2,5,3,4,4,4,5,No,No,0.6,0.9,black,female,5214.0,4472.0,5284.0,3112.0,5205.0,3705.0,5293.0,3879.0,579.3333333333334,447.2,528.4,444.57142857142856,520.5,463.125,588.1111111111111,431.0,5.0,3.5,2.0,3.5,2.5
8305,21910,1,blkTestCatAAp,57,2,1700,Approach,1,536,Implicit,s.2fcb0d1a-3714-464f-8019-29d58bd72443.txt,Faces_ImplicitWB_ApproachRedBlue,Dr.Dre,Dr.Dre2,881,R_3fZ8TTZWxsIyNjn,30,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Moderate,98944,Other,aJGnRN9c6s,75,2,5.0,None,3,3,2,50,2,6.0,2,3,3,3,3,4,3,2,5,3,3,2,1,3,2,4,4,3,3,3,3,3,2,5,Not really,It is an interesting study that makes me wonder what it's goal is for.,0.6,0.975,black,female,4817.0,4654.0,4500.0,4653.0,5127.0,4592.0,4190.0,4715.0,481.7,465.4,500.0,465.3,512.7,459.2,465.55555555555554,471.5,4.0,3.0,2.75,3.5,2.0
8344,22010,1,blkTestCatAAp,41,2,1800,Approach,1,1160,Implicit,s.1d40d90e-0be1-4a59-851e-091dc048bdf6.txt,Faces_ImplicitWB_ApproachRedBlue,Dr.Dre,Dr.Dre2,1368,R_Ab2x8JlHHDJlzmp,21,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Liberal,32725,Other,sBbUkWRPDJ,70,2,6.0,All,All,2,None,50,4,4.0,All,All,All,All,1,5,2,2,4,2,4,2,3,5,1,5,3,4,5,2,5,4,3,5,No,,0.6,1.0,white,female,6567.0,7627.0,6301.0,6813.0,5780.0,8038.0,7088.0,6402.0,656.7,762.7,630.1,681.3,578.0,803.8,708.8,640.2,4.75,2.75,1.5,4.75,3.0
8384,22110,1,blkTestCatAAp,30,1,1600,Avoid,1,703,Implicit,s.a9ee2b2b-0db4-4572-90ae-feecf6b67888.txt,Faces_ImplicitWB_ApproachRedBlue,Dr.Dre,Dr.Dre2,886,R_1QgfmJYP6gSQ9hR,36,Gender Variant-Non-Conforming,Female,"White alone, not Hispanic or Latino",Absolutely not true,Liberal,53714,Prefer not to say,6wxPQYZrW8,82,2,6.0,2,4,2,None,30,5,3.0,4,All,All,2,2,4,2,4,5,4,4,4,4,4,2,4,4,4,4,2,5,2,5,5,Nope!,I do not,0.6,1.0,white,male,7128.0,6553.0,7318.0,6622.0,7648.0,6499.0,6798.0,6676.0,712.8,655.3,731.8,662.2,764.8,649.9,679.8,667.6,4.5,3.0,2.5,4.25,4.25
8424,22210,1,blkTestCatAAp,35,2,1900,Approach,1,490,Implicit,s.fd2bf918-9e13-4204-88dd-7e48f737344a.txt,Faces_ImplicitWB_ApproachRedBlue,Dr.Dre,Dr.Dre2,864,R_9Zw0TnwoGoIkAud,18,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Conservative,46158,Prefer not to say,HNP5pn56CQ,87,2,6.0,2,3,2,2,78,5,4.0,4,5,5,4,4,5,4,2,2,4,4,4,1,2,3,4,5,2,3,5,4,4,4,5,"No, everything made sense.",I was pretty interesting.,0.6,0.8,white,male,3600.0,6064.0,4484.0,4558.0,4821.0,4975.0,3263.0,5647.0,600.0,673.7777777777778,560.5,506.44444444444446,602.625,621.875,543.8333333333334,564.7,3.0,4.25,4.0,4.25,2.25
8456,22310,1,blkTestCatAAp,61,2,1300,Approach,1,712,Implicit,s.b0db0067-a69b-46ad-a66b-9e56d7933ea9.txt,Faces_ImplicitWB_ApproachRedBlue,Dr.Dre,Dr.Dre2,1026,R_25uo8Eb7kpfyH9K,33,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Moderate,85029,Other,TJCWpUZJfN,100,1,7.0,All,3,3,3,50,7,1.0,None,3,3,3,1,5,5,2,5,1,1,5,1,5,3,5,3,3,5,1,1,5,2,5,no,nothing,0.6,0.975,black,female,6945.0,8557.0,7563.0,8755.0,7427.0,9918.0,7081.0,7394.0,694.5,855.7,756.3,972.7777777777778,742.7,991.8,708.1,821.5555555555555,5.0,4.5,1.5,3.0,2.0
8495,22410,1,blkTestCatAAp,36,1,1200,Avoid,1,565,Implicit,s.b10fc055-d99b-4dec-a7b3-2ad622ccb79f.txt,Faces_ImplicitWB_ApproachRedBlue,Dr.Dre,Dr.Dre2,837,R_AKTYFk2tGfm7jgd,21,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Moderate,76522,Prefer not to say,zLZePzndyQ,52,3,5.0,None,4,4,None,51,3,5.0,3,5,4,None,1,4,3,1,2,3,3,2,2,3,1,3,4,3,3,4,2,4,4,3,"no, nothing was unclear",nope,0.6,0.9,white,female,5314.0,11806.0,7453.0,6827.0,4538.0,12429.0,8229.0,6204.0,664.25,1180.6,931.625,682.7,648.2857142857143,1242.9,914.3333333333334,620.4,2.75,3.25,2.25,3.0,2.5
8531,22510,1,blkTestCatAAp,47,2,1000,Approach,1,677,Implicit,s.d7650075-5dbc-4a31-9242-61ad47ea2dd6.txt,Faces_ImplicitWB_ApproachRedBlue,Dr.Dre,Dr.Dre2,1081,R_21uCLZBpwfZNPom,38,Female,Female,Black or African American alone,Absolutely not true,Moderate,32534,Other,6PTDhnjsPq,99,1,7.0,2,None,All,None,91,1,7.0,5,None,2,None,4,4,4,1,3,4,3,5,1,3,5,4,4,2,3,3,4,4,2,3,Wasn't sure of the appropriate button to press in between faces during the training,,0.6,0.975,black,male,6582.0,7658.0,7213.0,6942.0,6570.0,8003.0,7225.0,6597.0,658.2,765.8,721.3,771.3333333333334,657.0,889.2222222222222,722.5,659.7,3.0,4.25,4.0,3.75,1.5
8570,22610,1,blkTestCatAAp,29,2,1500,Approach,1,1084,Implicit,s.95785b11-5abc-4620-90c0-61693f772d48.txt,Faces_ImplicitWB_ApproachRedBlue,Dr.Dre,Dr.Dre2,747,R_1OrTqwMGWELxxJY,38,Female,Female,Black or African American alone,Absolutely not true,Slightly liberal,18076,Health care,qwsPqDMF4O,29,4,4.0,None,3,3,3,28,6,4.0,All,All,3,3,5,4,1,1,1,3,5,1,5,3,1,1,5,1,5,5,5,5,2,4,The warm/cold questions and who to exclude ,No,0.6,1.0,white,male,5280.0,5321.0,5328.0,4928.0,4819.0,5401.0,5789.0,4848.0,528.0,532.1,532.8,492.8,481.9,540.1,578.9,484.8,3.25,3.0,3.5,3.75,2.25
8610,22710,1,blkTestCatAAp,60,1,1000,Avoid,1,481,Implicit,s.c2bfda65-ad07-4efc-ad13-6d308ca1056f.txt,Faces_ImplicitWB_ApproachRedBlue,Dr.Dre,Dr.Dre2,1052,R_3O2HKSB8a42HKA8,49,Male,Male,Black or African American alone,Absolutely not true,Moderate,34741,Other,aWe9ABFbn7,73,3,6.0,5,All,All,3,89,2,6.0,5,5,5,None,1,5,3,4,5,2,3,4,3,4,1,3,4,4,5,2,4,3,5,5,Nothing I can remember.,It was interesting. Good study of social norms and dynamics.,0.6,0.95,black,female,5907.0,5427.0,5197.0,5703.0,5119.0,5900.0,5985.0,5230.0,590.7,542.7,577.4444444444445,633.6666666666666,568.7777777777778,590.0,598.5,581.1111111111111,4.75,3.5,1.5,3.75,4.0
8648,22810,1,blkTestCatAAp,62,1,1300,Avoid,1,519,Implicit,s.58b25b88-a26b-4c53-acd4-6e074458a029.txt,Faces_ImplicitWB_ApproachRedBlue,Dr.Dre,Dr.Dre2,882,R_x8Wpc6jFDiqLlBf,21,Female,Female,Black or African American alone,Absolutely not true,Conservative,32202,Other,OyHHRAcH5C,69,4,3.0,3,4,3,4,69,3,5.0,4,4,5,2,4,4,4,3,4,4,4,4,2,3,3,4,4,4,3,4,4,3,4,5,NO,NO,0.6,0.95,black,female,6563.0,7813.0,5668.0,7045.0,6242.0,7406.0,5989.0,7452.0,656.3,781.3,708.5,704.5,693.5555555555555,740.6,665.4444444444445,745.2,3.75,3.75,3.75,4.0,3.25
8686,22910,1,blkTestCatAAp,47,2,1100,Approach,1,752,Implicit,s.2740dad2-40ec-4fe6-bf2e-5bf8c40e63e4.txt,Faces_ImplicitWB_ApproachRedBlue,Dr.Dre,Dr.Dre2,2298,R_8qUfI6b6UWW53C9,18,Female,Female,Black or African American alone,Absolutely not true,Conservative,34746,Other,eVvzb6LcTz,44,2,5.0,4,None,None,None,50,1,6.0,3,None,None,None,1,5,4,2,4,1,4,5,3,3,1,4,5,2,3,1,1,5,3,4,Not at all.,No.,0.6,0.95,black,male,4720.0,5423.0,6397.0,5731.0,5015.0,5317.0,6102.0,5837.0,590.0,542.3,639.7,573.1,557.2222222222222,531.7,678.0,583.7,3.5,4.75,1.0,3.5,2.5
8724,23010,1,blkTestCatAAp,29,2,1600,Approach,1,380,Implicit,s.e791e4ac-a9d5-4fc9-9f45-3d202cbc68a4.txt,Faces_ImplicitWB_ApproachRedBlue,Dr.Dre,Dr.Dre2,829,R_27VjZc7xp6AWerT,21,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Moderate,50208,Health care,hHmSWxMaw2,50,2,5.0,None,None,None,None,70,5,5.0,All,All,All,All,2,4,3,3,4,2,3,2,4,3,2,4,3,3,4,1,3,3,3,3,No,No,0.6,0.85,white,male,4513.0,4787.0,4870.0,2523.0,4761.0,3780.0,4622.0,3530.0,501.44444444444446,531.8888888888889,487.0,420.5,529.0,540.0,462.2,441.25,3.5,2.75,1.75,3.5,3.25
8758,23110,1,blkTestCatAAp,28,1,800,Avoid,1,838,Implicit,s.1d7460f7-4714-4c31-afac-ad529484f7b1.txt,Faces_ImplicitWB_ApproachRedBlue,Dr.Dre,Dr.Dre2,1707,R_03eVKls2cwQm1wJ,35,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Moderate,92545,Other,MFsnc2XvX2,50,2,5.0,3,3,2,None,50,2,6.0,4,4,4,All,4,4,5,3,4,4,3,2,2,3,4,4,3,3,3,4,5,4,2,4,no ,nothing to add ,0.6,1.0,white,male,5905.0,6134.0,5949.0,6246.0,6188.0,6064.0,5666.0,6316.0,590.5,613.4,594.9,624.6,618.8,606.4,566.6,631.6,3.5,3.5,4.0,4.0,2.5
8798,23210,1,blkTestCatAAp,39,2,2000,Approach,1,471,Implicit,s.e2434d1d-d51e-401b-8b4a-f56a9287f7b0.txt,Faces_ImplicitWB_ApproachRedBlue,Dr.Dre,Dr.Dre2,636,R_22xi1cGq7vEto0S,18,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Slightly conservative,76401,Finance,g5zhRXbJBy,82,2,6.0,All,All,All,4,21,7,3.0,5,All,All,3,4,4,5,3,4,5,5,3,4,5,5,5,5,2,4,5,5,5,2,5,No,No,0.6,1.0,white,female,4797.0,4649.0,4474.0,5296.0,4723.0,4736.0,4548.0,5209.0,479.7,464.9,447.4,529.6,472.3,473.6,454.8,520.9,4.5,4.5,4.75,4.75,2.75
8838,23310,1,blkTestCatAAp,64,1,1700,Avoid,1,667,Implicit,s.3475e3ba-dd7d-48c6-bf36-347014051a24.txt,Faces_ImplicitWB_ApproachRedBlue,Dr.Dre,Dr.Dre2,830,R_2DRLx5NkYsbtwWF,31,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Liberal,12185,Food services,wBpjcFdqnm,79,3,5.0,2,5,3,3,78,3,4.0,5,2,3,5,4,5,3,4,5,5,4,3,4,5,4,5,4,3,4,4,5,4,4,5,nothing comes to mind,no,0.6,0.95,black,female,6551.0,7733.0,5626.0,7995.0,6791.0,7153.0,5386.0,8575.0,655.1,773.3,703.25,799.5,754.5555555555555,715.3,598.4444444444445,857.5,4.75,3.5,4.25,4.75,3.75
8876,23410,1,blkTestCatAAp,53,2,2000,Approach,1,504,Implicit,s.49da00a0-e6e3-4fce-b7ef-143574ca5571.txt,Faces_ImplicitWB_ApproachRedBlue,Dr.Dre,Dr.Dre2,586,R_27WF8cGNe8O3NLq,31,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Strongly liberal,37830,Other,NxGqHxtuEn,55,3,5.0,All,All,All,All,42,5,5.0,All,All,All,All,1,4,2,3,4,2,3,2,4,3,1,3,2,3,4,2,4,3,4,4,,,0.6,1.0,black,male,4943.0,3998.0,4780.0,4532.0,4968.0,4141.0,4755.0,4389.0,494.3,399.8,478.0,453.2,496.8,414.1,475.5,438.9,3.75,2.25,1.5,3.5,3.5
8916,23510,1,blkTestCatAAp,62,1,900,Avoid,1,514,Implicit,s.2ee7a90a-73be-4353-92f6-f1d571272136.txt,Faces_ImplicitWB_ApproachRedBlue,Dr.Dre,Dr.Dre2,696,R_vczMPL8YnbTjpwB,18,Male,Male,Black or African American alone,Absolutely not true,Slightly liberal,77518,Other,zr3ueaQeY4,74,3,5.0,3,4,2,None,61,5,5.0,2,4,3,3,3,4,4,3,4,2,1,3,3,2,4,3,2,3,2,1,2,3,2,2,no,no,0.6,0.875,black,female,3839.0,5136.0,6954.0,5493.0,5086.0,5441.0,5707.0,5188.0,639.8333333333334,570.6666666666666,695.4,549.3,635.75,544.1,713.375,576.4444444444445,2.5,3.0,2.5,2.5,2.75
8951,23610,1,blkTestCatAAp,63,2,1800,Approach,1,549,Implicit,s.294aaa57-b045-4f4b-8d77-25e9158a2391.txt,Faces_ImplicitWB_ApproachRedBlue,Dr.Dre,Dr.Dre2,1046,R_3qqhYourfH7rVHm,20,Male,Male,Black or African American alone,Absolutely not true,Slightly liberal,1109,Prefer not to say,jj2WRCgPYf,80,1,6.0,3,3,4,2,80,1,6.0,3,3,3,3,2,4,2,2,4,2,3,2,2,4,2,3,4,4,3,2,4,3,3,4,Not particularly,Nothing specific,0.6,0.975,black,female,6620.0,4898.0,5222.0,5570.0,5786.0,5489.0,6056.0,4979.0,662.0,489.8,580.2222222222222,557.0,578.6,548.9,672.8888888888889,497.9,3.75,2.75,2.0,3.5,2.75
8990,23710,1,blkTestCatAAp,30,1,1000,Avoid,1,448,Implicit,s.28a52984-3c04-40c6-88ed-6059ea103400.txt,Faces_ImplicitWB_ApproachRedBlue,Dr.Dre,Dr.Dre2,844,R_1dAMcK92YfjaXnJ,22,Female,Female,Black or African American alone,Absolutely not true,Moderate,30458,Prefer not to say,NsZ3sM4FJn,99,2,6.0,None,None,4,None,93,2,,All,None,2,None,2,4,2,4,4,2,3,2,2,4,2,4,3,3,4,2,3,4,3,4,,,0.6,1.0,white,male,5109.0,4252.0,4511.0,4321.0,4986.0,4624.0,4634.0,3949.0,510.9,425.2,451.1,432.1,498.6,462.4,463.4,394.9,4.0,2.75,2.0,3.5,3.0
9030,23811,1,blkTestCatAAp,34,1,800,Avoid,1,1682,Implicit,s.887ba76e-1fce-41f8-a155-072a154ab5a2.txt,Faces_ImplicitWB_ApproachRedBlue,Dr.Dre,Dr.Dre2,857,R_2fKhxZwHXe1Hbi4,53,Male,Male,Black or African American alone,Absolutely not true,Conservative,78253,Other,aWBYGy47B2,80,3,5.0,All,All,All,All,82,3,5.0,All,All,All,All,3,4,4,2,4,3,4,4,3,3,4,4,3,2,4,3,5,3,2,4,Nothing was unclear.,Thanks for the survey.,0.6,0.9,white,male,8662.0,7861.0,6808.0,8696.0,6797.0,6854.0,8673.0,9703.0,1082.75,873.4444444444445,680.8,966.2222222222222,849.625,856.75,867.3,970.3,3.75,3.5,3.25,4.25,2.25
9066,23910,1,blkTestCatAAp,54,1,1500,Avoid,1,620,Implicit,s.be1b7ffb-9036-4b31-af69-a56fc471eca7.txt,Faces_ImplicitWB_ApproachRedBlue,Dr.Dre,Dr.Dre2,889,R_SN9jOLD7Mzaad3z,40,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Strongly liberal,34442,Other,dMB7s3vVL8,100,1,7.0,2,2,2,2,83,3,6.0,5,5,5,5,2,5,5,5,5,4,1,4,4,5,2,5,5,2,5,2,5,4,5,5,Not especially. The test was a bit odd. ,It was interesting to say the least. ,0.6,0.975,black,male,6160.0,5135.0,5191.0,6016.0,5745.0,5398.0,5606.0,5753.0,616.0,570.5555555555555,519.1,601.6,574.5,539.8,560.6,639.2222222222222,5.0,4.5,2.5,4.0,4.0
9105,24010,1,blkTestCatAAp,31,2,1200,Approach,1,1763,Implicit,s.ed6ec7f3-51fa-473a-b3b4-53a69e267d3a.txt,Faces_ImplicitWB_ApproachRedBlue,Dr.Dre,Dr.Dre2,815,R_22mHVy4Rol8Z2Nj,44,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Moderate,28348,Other,QkrVA8Awxq,71,7,5.0,None,None,2,2,70,1,7.0,All,All,All,All,1,5,5,1,3,1,1,5,1,5,1,3,5,1,5,3,3,5,1,5,no just do not know what the purpose was for the other part of this survey ,no and this was a nice experience thanks,0.6,1.0,white,male,12037.0,9832.0,8476.0,9330.0,12088.0,8992.0,8425.0,10170.0,1203.7,983.2,847.6,933.0,1208.8,899.2,842.5,1017.0,4.5,5.0,1.5,3.0,1.0
9145,24111,1,blkTestCatAAp,43,2,1200,Approach,1,1754,Implicit,s.77f13bf3-b44b-4fac-80dc-6b597aa5cbff.txt,Faces_ImplicitWB_ApproachRedBlue,Dr.Dre,Dr.Dre2,829,R_UsFQH4gSuCLrPZn,29,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Moderate,28105,Other,bRDV6YZ6ZR,81,2,5.0,5,3,4,2,81,4,6.0,All,All,All,5,2,4,5,3,4,3,3,4,3,2,4,4,5,2,3,3,4,4,3,4,no.,no.,0.6,0.95,white,female,5879.0,6651.0,6795.0,5417.0,6499.0,5665.0,6175.0,6403.0,653.2222222222222,665.1,755.0,541.7,649.9,566.5,771.875,640.3,3.25,4.5,3.0,3.75,2.75
9183,24210,1,blkTestCatAAp,59,2,1700,Approach,1,777,Implicit,s.cc7eaf8f-ed22-4553-b399-ea4256cbf680.txt,Faces_ImplicitWB_ApproachRedBlue,Dr.Dre,Dr.Dre2,894,R_eY7PaD0FflQS6Kl,36,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Strongly liberal,78233,Food services,w8QR6Yq2qS,53,5,3.0,3,5,None,None,71,1,6.0,All,All,All,All,3,5,2,4,5,5,5,5,3,3,4,3,4,3,4,3,4,2,4,5,no,nope,0.6,1.0,black,female,7487.0,7574.0,6752.0,7372.0,7471.0,6547.0,6768.0,8399.0,748.7,757.4,675.2,737.2,747.1,654.7,676.8,839.9,4.25,3.25,3.75,4.25,3.5
9223,24310,1,blkTestCatAAp,45,2,1900,Approach,1,717,Implicit,s.3ee36711-d8bb-44b6-86b2-8d3ab479f5c7.txt,Faces_ImplicitWB_ApproachRedBlue,Dr.Dre,Dr.Dre2,18359,R_2fe1mMzDaqm1PVP,50,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Strongly liberal,98550,Other,7H9k9ZsLQE,40,3,3.0,2,2,2,2,60,3,3.0,4,4,4,4,1,3,1,2,3,2,3,4,4,4,1,3,3,2,3,2,2,3,5,5,No,"No, just hoping I'm not kicked out without a reward.",0.6,1.0,white,female,5442.0,5237.0,5783.0,5077.0,5750.0,5264.0,5475.0,5050.0,544.2,523.7,578.3,507.7,575.0,526.4,547.5,505.0,3.75,2.75,1.5,2.75,3.25
9263,24410,1,blkTestCatAAp,65,2,2000,Approach,1,600,Implicit,s.61df31a5-db4e-4b5c-a3de-b5d04e9ff702.txt,Faces_ImplicitWB_ApproachRedBlue,Dr.Dre,Dr.Dre2,862,R_3Gm1FZeJXDU50sP,47,Male,Male,Black or African American alone,Absolutely not true,Slightly liberal,11779,Other,SKdW4BQP8m,85,1,6.0,None,2,4,3,89,4,5.0,All,5,5,5,3,4,2,5,3,4,5,4,2,3,5,4,3,4,3,4,5,3,3,3,no ,no,0.6,1.0,black,female,5335.0,5269.0,5648.0,5851.0,5376.0,5438.0,5607.0,5682.0,533.5,526.9,564.8,585.1,537.6,543.8,560.7,568.2,3.0,3.0,4.0,4.5,3.5
9303,24510,1,blkTestCatAAp,60,1,900,Avoid,1,560,Implicit,s.934d9566-bc34-4927-bcfe-9b3c9001a277.txt,Faces_ImplicitWB_ApproachRedBlue,Dr.Dre,Dr.Dre2,719,R_3r37KPocgB9wL6w,39,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Moderate,94122,Education,6aZnEnYePp,84,1,5.0,4,4,4,3,81,6,6.0,5,5,5,5,3,4,4,2,4,4,4,2,2,2,3,4,4,4,5,4,5,4,4,4,Nothing,Nothing,0.6,0.9,black,female,8723.0,8883.0,7020.0,11845.0,8727.0,7040.0,7016.0,13688.0,969.2222222222222,888.3,877.5,1316.111111111111,872.7,782.2222222222222,1002.2857142857143,1368.8,3.75,3.5,3.5,4.25,3.0
9339,24610,1,blkTestCatAAp,57,2,900,Approach,1,1144,Implicit,s.1c34d25b-b509-4ea5-a028-4e5ec662e339.txt,Faces_ImplicitWB_ApproachRedBlue,Dr.Dre,Dr.Dre2,1236,R_OpN0Y5a5cU1YPFn,64,Female,Female,Black or African American alone,Absolutely not true,Strongly conservative,45013,Other,Q6ruKxD8P7,70,1,6.0,2,None,3,3,70,1,6.0,5,None,5,5,2,5,4,2,5,2,4,4,3,5,2,4,4,3,5,3,4,4,2,5,"No, I did not find anything unclear at all. ",I thought this was an interesting study. Thank you for the opportunity to participate; I greatly appreciate it!,0.6,0.95,black,female,9962.0,7982.0,11434.0,8428.0,11372.0,7986.0,10024.0,8424.0,996.2,886.8888888888889,1270.4444444444443,842.8,1137.2,887.3333333333334,1113.7777777777778,842.4,5.0,4.0,2.25,4.25,2.5
9377,24710,1,blkTestCatAAp,44,1,1600,Avoid,1,417,Implicit,s.acf4a208-d4b6-43e3-842b-4404e29e2a7b.txt,Faces_ImplicitWB_ApproachRedBlue,Dr.Dre,Dr.Dre2,892,R_Z9tLquzBvTozkid,23,Male,Male,Black or African American alone,Absolutely not true,Liberal,92346,Food services,3OYsH8RsUu,82,6,5.0,5,All,5,All,82,5,6.0,5,All,4,5,4,3,5,4,3,2,1,3,1,2,4,3,5,4,3,2,3,2,1,2,Nothing was,Nothing else,0.6,0.625,white,female,6388.0,2835.0,6998.0,7120.0,10259.0,6352.0,3127.0,3603.0,1064.6666666666667,405.0,1749.5,890.0,2051.8,907.4285714285714,625.4,450.375,2.5,3.75,3.0,2.5,2.5
9402,24810,1,blkTestCatAAp,54,1,1000,Avoid,1,1491,Implicit,s.6d60d1f9-2d33-4f35-9129-86534b7491b1.txt,Faces_ImplicitWB_ApproachRedBlue,Dr.Dre,Dr.Dre2,1114,R_RE13I5joy1SIweZ,58,Female,Female,Black or African American alone,Absolutely not true,Slightly liberal,23223,Other,5mYNxhvBBJ,100,1,6.0,5,4,All,All,50,1,1.0,2,None,None,None,1,5,5,1,3,1,3,5,2,4,2,4,5,2,4,2,4,4,2,4,NO,NO,0.6,1.0,black,male,12529.0,14192.0,13965.0,16339.0,13491.0,17068.0,13003.0,13463.0,1252.9,1419.2,1396.5,1633.9,1349.1,1706.8,1300.3,1346.3,3.75,4.75,1.5,4.0,1.75
9442,24910,1,blkTestCatAAp,43,2,1800,Approach,1,1627,Implicit,s.b58903a6-0d6a-4700-bbaf-bc4131f504da.txt,Faces_ImplicitWB_ApproachRedBlue,Dr.Dre,Dr.Dre2,1066,R_3CB3Zqwfntxg4XW,47,Female,Female,Black or African American alone,Absolutely not true,Moderate,77064,Other,wYXQThg452,100,1,6.0,5,5,5,4,59,3,5.0,5,5,3,3,2,5,3,2,2,2,4,4,2,2,4,4,4,2,4,3,4,4,4,4,no,It was interesting.,0.6,0.3,white,female,3402.0,0.0,3601.0,4849.0,2588.0,2112.0,4415.0,2737.0,850.5,0.0,1200.3333333333333,969.8,862.6666666666666,1056.0,1103.75,912.3333333333334,3.0,3.75,2.75,4.25,2.5
9454,25010,1,blkTestCatAAp,26,1,1000,Avoid,1,915,Implicit,s.733afd48-501c-4797-98fe-1cd7225a9a9f.txt,Faces_ImplicitWB_ApproachRedBlue,Dr.Dre,Dr.Dre2,789,R_3izfGWIw39Fpsmk,36,Female,Female,Black or African American alone,Absolutely not true,Strongly conservative,11411,Other,3E8TMPxNOV,55,2,6.0,5,4,All,All,50,4,4.0,None,2,None,None,1,5,3,3,5,2,5,3,3,5,1,4,4,2,5,1,5,3,4,5,"No,","No, thank you.",0.6,0.975,white,male,10250.0,10104.0,9133.0,10723.0,10177.0,9002.0,9206.0,11825.0,1025.0,1122.6666666666667,913.3,1072.3,1017.7,1000.2222222222222,920.6,1182.5,5.0,3.25,1.25,4.75,3.0
