,Unnamed: 0,block_order,block_name,stimuli,valence,random_fixation,movement,accuracy,response_time,ImpVsExp,participant,Group,Race,Gender,Duration (in seconds),ResponseId,Age,CurrentGender,Sex,RaceEthnicity,Check1_1,Political_1,Zip,Occupations,PSYID,FTBlack_1,VCNegBlack_1,VCPosBlack_1,ECBlack_Neighbors,ECBlack_WorkColleagues,ECBlack_CloseFriends,ECBlack_Married,FTWhite_1,VCNegWhite_1,VCPosWhite_1,ECWhite_Neighbors,ECWhite_WorkColleagues,ECWhite_CloseFriends,ECWhite_Married,MiniIPI_1_1,MiniIPI_1_2,MiniIPI_1_3,MiniIPI_1_4,MiniIPI_1_5,MiniIPI_2_1,MiniIPI_2_2,MiniIPI_2_3,MiniIPI_2_4,MiniIPI_2_5,MiniIPI_3_1,MiniIPI_3_2,MiniIPI_3_3,MiniIPI_3_4,MiniIPI_3_5,MiniIPI_4_1,MiniIPI_4_2,MiniIPI_4_3,MiniIPI_4_4,MiniIPI_4_5,Unclear,Comments ,reindex,accuracy_total,race,gender,Total RT Approach Male,Total RT Avoid Male,Total RT Approach Female,Total RT Avoid Female,Total RT Approach Black,Total RT Avoid Black,Total RT Approach White,Total RT Avoid White,Avg Total RT Approach Male,Avg Total RT Avoid Male,Avg Total RT Approach Female,Avg Total RT Avoid Female,Avg Total RT Approach Black,Avg Total RT Avoid Black,Avg Total RT Approach White,Avg Total RT Avoid White,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism
7979,21660,1,blkTestCatAAp,39,2,1500,Avoid,1,522,Implicit,s.c8e1daf9-a4fd-4c6f-85db-a95d2b65aec8.txt,Names_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,841,R_Cgio3qhxrCGcN8d,59,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Strongly conservative,17827,Other,GqnqKsQf8X,50,2,3.0,None,3,None,None,50,1,6.0,All,5,All,All,2,5,2,3,5,4,3,2,3,3,5,5,4,2,5,3,2,4,2,5,Nothing.,None.,,1.0,white,female,5621.0,5921.0,5016.0,5621.0,5384.0,5856.0,5253.0,5686.0,562.1,592.1,501.6,562.1,538.4,585.6,525.3,568.6,4.5,3.0,3.5,3.75,2.5
8019,21760,1,blkTestCatAAp,63,2,1500,Avoid,1,842,Implicit,s.643b43b8-ce61-4f56-be3e-0072a74d8cfe.txt,Names_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,1118,R_2A0Vl3EOMsqQZ1C,22,Female,Female,Black or African American alone,Absolutely not true,Liberal,30060,Data processing,C8Aj7HkJfe,100,1,6.0,4,4,All,None,50,2,5.0,5,4,2,None,1,4,2,2,4,2,2,1,1,4,1,4,4,4,2,1,3,4,4,4,Nothing was unclear,No,,0.825,black,female,6080.0,6605.0,8634.0,6215.0,8717.0,7190.0,5997.0,5630.0,675.5555555555555,943.5714285714286,1079.25,690.5555555555555,968.5555555555555,798.8888888888889,749.625,804.2857142857143,3.5,2.75,1.25,3.25,2.75
8052,21860,1,blkTestCatAAp,45,2,2000,Avoid,1,591,Implicit,s.51b85c7e-cd0c-44b7-941e-fedcd65746c9.txt,Names_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,719,R_PMAkkjsaFAsoHkZ,28,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Strongly conservative,35063,Agriculture,McLcx3578s,0,7,1.0,None,3,2,None,100,1,7.0,All,All,All,All,1,1,4,4,5,1,2,3,3,3,1,1,5,4,3,1,1,3,3,5,nope,nope,,0.95,white,female,5779.0,6368.0,6159.0,7826.0,5144.0,7194.0,6794.0,7000.0,642.1111111111111,636.8,684.3333333333334,782.6,643.0,719.4,679.4,700.0,4.0,3.75,1.0,1.25,3.5
8090,21960,1,blkTestCatAAp,30,1,900,Approach,1,1152,Implicit,s.ea745fc1-7d59-45dc-9e6e-bc05347f6812.txt,Names_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,1065,R_28Pd5tvC6V4oGk5,74,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Slightly conservative,60097,Other,VO77r8pRQB,74,2,6.0,2,None,2,None,90,2,6.0,4,4,5,5,2,3,4,2,4,2,3,4,2,3,2,3,4,3,4,2,3,4,2,4,,,,1.0,white,male,10500.0,8848.0,10765.0,10422.0,11492.0,9284.0,9773.0,9986.0,1050.0,884.8,1076.5,1042.2,1149.2,928.4,977.3,998.6,3.75,4.0,2.0,3.0,2.25
8130,22060,1,blkTestCatAAp,45,2,1600,Avoid,1,1287,Implicit,s.df05390a-ad9c-425f-97c1-1ccfbdff3dca.txt,Names_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,1408,R_BWbX1cUlXquch33,69,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Conservative,79932,Other,xGnKguXLCR,71,2,6.0,None,None,None,2,82,2,6.0,3,3,3,3,3,4,4,2,4,4,4,3,2,4,3,3,4,2,4,4,4,5,2,5,Nothing.,None.,,1.0,white,female,8178.0,8043.0,8429.0,8384.0,7966.0,7864.0,8641.0,8563.0,817.8,804.3,842.9,838.4,796.6,786.4,864.1,856.3,4.25,4.0,3.5,3.75,2.0
8170,22160,1,blkTestCatAAp,57,2,1500,Avoid,1,593,Implicit,s.0d5dd34c-131c-4a28-9321-fd3d78f2646d.txt,Names_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,1237,R_2aM0LQ4crSc4zkL,74,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Strongly liberal,32159,Other,XApZhrOyme,82,1,6.0,None,4,2,None,51,2,5.0,All,All,All,All,3,5,3,2,5,2,3,4,2,4,4,4,4,3,4,3,4,4,5,5,I am still trying to figure out how the different sections correspond to the final questions.,"Quite interesting, but how?",,1.0,black,female,5621.0,6210.0,6410.0,7705.0,5905.0,7872.0,6126.0,6043.0,562.1,621.0,641.0,770.5,590.5,787.2,612.6,604.3,4.5,3.75,3.0,4.0,3.0
8210,22260,1,blkTestCatAAp,53,2,1100,Avoid,1,1027,Implicit,s.c0007bd6-30be-40c5-a7a8-d02bc99f951f.txt,Names_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,859,R_8BUMVfpQEX8Kz17,67,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Conservative,60924,Other,pw4AhSZga2,50,1,6.0,3,4,2,2,50,1,6.0,All,All,5,5,1,4,4,2,5,2,4,4,4,4,1,4,4,4,2,1,4,3,4,5,No,No,,0.975,black,male,9391.0,9223.0,5244.0,8452.0,9366.0,9044.0,5269.0,8631.0,939.1,922.3,582.6666666666666,845.2,936.6,904.4,585.4444444444445,863.1,4.0,3.75,1.25,4.0,3.5
8249,22360,1,blkTestCatAAp,34,1,800,Approach,1,286,Implicit,s.6aaeaec7-47ed-4dcb-9467-f6d934ddbf29.txt,Names_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,700,R_s6aSjgHupOk3KUh,44,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Strongly conservative,28612,Other,XcNQJ8FvhZ,43,3,3.0,2,3,3,None,75,3,5.0,All,All,All,All,2,4,4,2,1,2,4,4,2,3,2,4,5,3,3,2,4,4,2,2,no,no,,0.85,white,male,4520.0,5527.0,4939.0,5805.0,4631.0,6475.0,4828.0,4857.0,565.0,614.1111111111111,617.375,645.0,578.875,719.4444444444445,603.5,539.6666666666666,2.25,4.25,2.0,4.0,2.25
8283,22460,1,blkTestCatAAp,58,1,1500,Approach,1,711,Implicit,s.ec792ec6-4388-4a2f-9e32-f6e4b119080f.txt,Names_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,1601,R_3Kr6MFJIEzRqglo,39,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Conservative,37343,Entertainment,PAKzgMJua5,9,6,5.0,2,None,None,None,51,3,5.0,5,All,All,All,2,5,4,4,4,4,5,5,4,4,4,4,5,2,5,4,5,4,4,4,no your objective is clear,don't require the intermediate step in your test,,1.0,black,female,7691.0,8540.0,6374.0,7807.0,6637.0,7588.0,7428.0,8759.0,769.1,854.0,637.4,780.7,663.7,758.8,742.8,875.9,4.25,4.5,3.5,4.75,3.5
8323,22560,1,blkTestCatAAp,30,1,1500,Approach,1,789,Implicit,s.704741ef-66da-46b8-b2fb-4207edc53be6.txt,Names_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,1568,R_1gbH3pieHkha9Ic,24,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Slightly conservative,63836,Information services,cnBGEYsOkg,70,1,6.0,2,None,None,3,60,1,6.0,5,5,All,None,4,4,4,5,3,3,2,4,4,4,4,4,2,4,4,4,3,4,4,4,no everything was clear,no thanks for your survey,,1.0,white,male,6717.0,7373.0,5803.0,6793.0,5621.0,6454.0,6899.0,7712.0,671.7,737.3,580.3,679.3,562.1,645.4,689.9,771.2,3.75,3.5,3.75,3.25,4.25
8363,22660,1,blkTestCatAAp,40,1,1700,Approach,1,2927,Implicit,s.b7801972-423a-4dce-a5c7-ca3e1a7e7c7b.txt,Names_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,997,R_1di3yNOCxPfDoZz,38,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Slightly liberal,32571,Health care,XARbV7ucH8,57,2,5.0,2,3,3,2,70,5,6.0,All,All,All,All,3,5,4,4,5,3,4,5,3,4,3,5,4,4,3,3,3,3,4,5,no,no,,1.0,white,female,7221.0,8337.0,9416.0,8483.0,7722.0,7142.0,8915.0,9678.0,722.1,833.7,941.6,848.3,772.2,714.2,891.5,967.8,4.25,4.0,3.0,4.25,3.75
8403,22760,1,blkTestCatAAp,48,1,1700,Approach,1,152,Implicit,s.f9d03ef3-b3d9-4e24-9b7a-c4619597b999.txt,Names_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,967,R_3FWgoVvfI9S5lms,49,Female,Female,Black or African American alone,Absolutely not true,Moderate,6067,Other,6MJQcsRh8O,86,2,6.0,None,2,2,2,100,1,6.0,All,All,5,4,3,5,5,3,3,3,4,5,2,3,4,3,5,1,4,3,4,5,1,5,NO,NO,,0.95,black,male,9152.0,10204.0,8916.0,10382.0,9961.0,8494.0,8107.0,12092.0,915.2,1133.7777777777778,990.6666666666666,1038.2,996.1,943.7777777777778,900.7777777777778,1209.2,3.75,5.0,3.25,4.0,1.75
8441,22860,1,blkTestCatAAp,33,2,1900,Avoid,1,423,Implicit,s.edea1030-f00e-4b9a-a2e1-6109ef0acd9e.txt,Names_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,824,R_ePtNadnhQXRipOx,20,Female,Female,Black or African American alone,Absolutely not true,Moderate,28269,Health care,cgvTJSNFtR,61,2,6.0,5,3,4,5,70,3,5.0,4,3,4,None,2,4,3,3,4,3,4,4,2,3,3,4,3,3,3,3,4,4,4,5,No,No,,0.775,white,male,5087.0,2242.0,3959.0,5118.0,3871.0,3741.0,5175.0,3619.0,565.2222222222222,448.4,494.875,568.6666666666666,483.875,534.4285714285714,575.0,517.0,3.75,3.5,2.75,4.0,3.0
8472,22960,1,blkTestCatAAp,49,2,1900,Avoid,1,560,Implicit,s.4cfd4cb6-fa04-4fcf-9bf5-9c533e4a8c3b.txt,Names_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,1088,R_33CK81nksuNSOYP,36,Female,Female,Black or African American alone,Absolutely not true,Liberal,30297,Other,hYgfn7aTaM,100,5,6.0,All,All,All,All,71,1,6.0,5,All,3,None,2,5,5,1,2,4,5,4,2,4,2,5,5,2,4,4,4,4,4,2,No ,no,,0.975,black,male,4524.0,5569.0,4934.0,5758.0,4579.0,6074.0,4879.0,5253.0,452.4,556.9,493.4,639.7777777777778,457.9,607.4,487.9,583.6666666666666,3.0,4.5,3.0,4.75,2.25
8511,23060,1,blkTestCatAAp,33,2,1000,Avoid,1,1099,Implicit,s.ef3a3fb9-b84a-4523-9a44-202ed5bd7bfb.txt,Names_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,1175,R_3Htc32VfpR4TxbI,50,Female,Female,Black or African American alone,Absolutely not true,Moderate,19904,Health care,uJKk2Byp4C,100,2,6.0,3,2,3,2,51,4,4.0,4,4,4,2,4,5,2,4,4,4,4,2,4,4,4,4,4,4,3,3,4,4,4,4,no,no,,0.95,white,male,8070.0,8512.0,5730.0,8298.0,6953.0,7991.0,6847.0,8819.0,807.0,945.7777777777778,636.6666666666666,829.8,695.3,887.8888888888889,760.7777777777778,881.9,3.75,3.0,3.75,4.25,4.0
8549,23160,1,blkTestCatAAp,35,2,800,Avoid,1,1280,Implicit,s.6d825589-5035-468a-8ca1-ef866ee17774.txt,Names_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,3026,R_3esF4jT4obTgLVC,42,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Strongly conservative,44012,Other,YC4s64CJmw,75,3,6.0,2,None,2,None,90,2,6.0,All,All,All,All,2,4,4,4,4,2,4,5,4,2,4,3,5,4,3,2,2,5,2,4,no,i enjoyed it...very different then many surveys,,1.0,white,male,6131.0,8025.0,6758.0,7569.0,6529.0,7448.0,6360.0,8146.0,613.1,802.5,675.8,756.9,652.9,744.8,636.0,814.6,3.25,4.75,2.5,3.25,3.5
8589,23261,1,blkTestCatAAp,49,2,2000,Avoid,1,162,Implicit,s.f8ef2d2d-aaeb-48fd-8ead-1bbc248e0330.txt,Names_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,842,R_30wP1D8if6GYmge,51,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Strongly conservative,35901,Legal services,EbwBb8BFqA,50,4,3.0,2,2,3,3,81,3,,4,5,5,5,3,3,3,2,4,3,3,3,4,2,3,2,4,3,4,4,2,4,3,4,No,No,,0.9,black,male,5254.0,4585.0,5276.0,5802.0,4744.0,4770.0,5786.0,5617.0,583.7777777777778,509.44444444444446,659.5,580.2,593.0,530.0,642.8888888888889,561.7,3.5,3.5,3.25,2.5,3.0
8625,23360,1,blkTestCatAAp,37,2,1600,Avoid,1,1344,Implicit,s.3b2b11fe-e853-4787-92a1-4a85bb2af968.txt,Names_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,1151,R_Uu8erLcLxVbuziV,19,Female,Female,Black or African American alone,Absolutely not true,Liberal,17981,Prefer not to say,ZcMF3Khdgq,85,1,6.0,None,None,5,None,57,2,3.0,All,None,2,None,3,5,2,3,1,3,5,3,2,3,3,4,3,4,3,4,5,3,3,2,no,no,yes,0.975,white,female,12899.0,11370.0,9790.0,9442.0,12665.0,10724.0,10024.0,10088.0,1289.9,1137.0,1087.7777777777778,944.2,1266.5,1072.4,1113.7777777777778,1008.8,2.25,2.75,3.25,4.75,3.0
8664,23460,1,blkTestCatAAp,65,2,800,Avoid,1,622,Implicit,s.1bddfd8f-4d0b-43c0-98b8-c1b889b4ec08.txt,Names_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,1130,R_77JXVOQS6EOk8ut,18,Female,Female,Black or African American alone,Absolutely not true,Moderate,76248,Other,qTR3bXFjev,100,4,6.0,5,4,5,3,75,4,6.0,All,All,5,5,1,2,3,2,5,1,2,3,5,2,1,1,4,2,4,4,3,4,3,5,,I'm just wondering why the questions about race were asked.,yes,1.0,black,female,6463.0,6139.0,5216.0,5582.0,6095.0,5647.0,5584.0,6074.0,646.3,613.9,521.6,558.2,609.5,564.7,558.4,607.4,4.0,3.5,1.75,2.0,3.0
8704,23560,1,blkTestCatAAp,38,1,800,Approach,1,677,Implicit,s.790f8da3-2618-4af9-b8c5-6131b301c50e.txt,Names_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,1054,R_6QCXuFzk2T0ywCZ,46,Female,Female,Black or African American alone,Absolutely not true,Slightly liberal,44094,Education,BQb7AM8Sau,100,5,7.0,4,4,All,All,52,1,,4,4,2,2,2,4,2,2,3,2,3,4,2,4,2,4,4,1,3,2,4,5,4,3,No,No,yes,1.0,white,female,5523.0,5813.0,5311.0,6180.0,5136.0,5854.0,5698.0,6139.0,552.3,581.3,531.1,618.0,513.6,585.4,569.8,613.9,3.25,3.75,2.0,3.75,2.25
8744,23660,1,blkTestCatAAp,29,2,1700,Avoid,1,635,Implicit,s.7bc53cb7-c5e0-4a7d-a971-16bdc3a33246.txt,Names_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,935,R_3Q01KV9XsKIp0yX,47,Female,Female,Black or African American alone,Absolutely not true,Slightly liberal,91792,Other,zJak3aNnux,100,2,6.0,All,All,All,5,42,5,3.0,2,2,None,None,3,4,4,2,3,3,3,4,2,3,3,3,4,2,3,3,4,4,4,3,No,No,yes,0.95,white,male,7565.0,8629.0,6912.0,5823.0,6471.0,8137.0,8006.0,6315.0,756.5,862.9,691.2,727.875,647.1,904.1111111111111,800.6,701.6666666666666,3.0,4.0,3.0,3.5,2.5
8782,23760,1,blkTestCatAAp,32,1,2000,Approach,1,1414,Implicit,s.63f00063-b9f7-419e-825b-30045143fd99.txt,Names_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,2590,R_1KqjVTtevcoYmvP,59,Female,Female,Black or African American alone,Absolutely not true,Moderate,29115,Other,azvZytJ7aS,61,5,7.0,5,5,All,All,30,3,5.0,3,5,4,None,1,4,3,4,5,4,2,4,3,5,4,4,5,4,3,1,2,4,4,1,Nothing.  It was very clear. ,None ,yes,0.975,white,male,8277.0,6033.0,7782.0,7820.0,7312.0,6380.0,8747.0,7473.0,919.6666666666666,603.3,778.2,782.0,812.4444444444445,638.0,874.7,747.3,3.5,4.0,2.5,3.0,3.75
8821,23860,1,blkTestCatAAp,33,2,1300,Avoid,1,761,Implicit,s.5a42c9a1-e1b8-487b-b1bc-9f0cd2f8511a.txt,Names_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,715,R_8j1fNiPoPeP3edb,25,Female,Female,Black or African American alone,Absolutely not true,Slightly liberal,20905,Entertainment,sK3ABT9kdL,100,3,5.0,5,5,5,5,41,4,4.0,5,5,4,4,4,4,4,3,5,4,3,3,3,5,3,2,3,3,4,4,4,4,3,5,"No, Everything was very clear.","No, it was an interesting study. ",yes,0.975,white,male,7117.0,7441.0,8763.0,10689.0,8708.0,8999.0,7172.0,9131.0,790.7777777777778,744.1,876.3,1068.9,967.5555555555555,899.9,717.2,913.1,4.75,3.5,3.75,3.25,3.0
8860,23960,1,blkTestCatAAp,40,1,1700,Approach,1,2201,Implicit,s.401d6791-134f-47cf-8c40-f5ee90d56ec6.txt,Names_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,964,R_2wBvG6EOkbJ945I,31,Female,Female,Black or African American alone,Absolutely not true,Moderate,31779,Other,CXKXYjSy6X,100,3,7.0,4,4,All,3,45,4,4.0,2,4,None,None,1,4,5,3,4,1,2,2,4,3,2,5,4,3,4,1,3,4,3,5,Not at all.,"No, I do not have any additional comments regarding this study.",yes,1.0,white,female,8612.0,8416.0,11557.0,9805.0,9558.0,9967.0,10611.0,8254.0,861.2,841.6,1155.7,980.5,955.8,996.7,1061.1,825.4,4.0,3.75,1.25,3.5,3.25
8900,24060,1,blkTestCatAAp,50,1,2000,Approach,1,818,Implicit,s.0928add9-5b06-4f48-a35f-2ad61b9e9cd0.txt,Names_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,942,R_3HZwvIJ4OddMMHn,25,Gender Variant-Non-Conforming,Female,Black or African American alone,Absolutely not true,Strongly liberal,22931,Other,ugPQjJQUEz,45,4,5.0,None,2,2,None,25,6,5.0,All,All,All,2,3,5,1,5,5,1,2,1,4,3,2,4,2,4,5,2,2,2,5,5,nope,no,yes,0.975,black,male,8572.0,7689.0,8044.0,8563.0,7336.0,8429.0,9280.0,7823.0,857.2,768.9,893.7777777777778,856.3,815.1111111111111,842.9,928.0,782.3,4.5,1.5,2.0,3.25,4.5
8939,24160,1,blkTestCatAAp,29,2,1200,Avoid,1,1184,Implicit,s.ba125ce6-8520-4f72-bc41-634fe8041cc1.txt,Names_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,1190,R_1NwycrgP7Ra8vMY,62,Female,Female,Black or African American alone,Absolutely not true,Slightly liberal,22485,Finance,9fuJ3wjmCG,95,2,6.0,2,2,5,5,70,2,7.0,5,4,3,2,2,5,4,1,3,2,3,4,1,3,3,4,4,1,5,2,4,5,1,5,no,no,yes,1.0,white,male,10617.0,12431.0,11072.0,11886.0,10090.0,13130.0,11599.0,11187.0,1061.7,1243.1,1107.2,1188.6,1009.0,1313.0,1159.9,1118.7,4.0,4.25,2.25,4.0,1.0
8979,24260,1,blkTestCatAAp,63,2,1500,Avoid,1,918,Implicit,s.b93c6217-5eb3-496a-a4d0-3ddf41040a02.txt,Names_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,760,R_1CxuHXbSgiBBogE,39,Female,Female,Black or African American alone,Absolutely not true,Moderate,63141,Other,tYz4sTeZ8x,82,2,6.0,2,2,2,2,54,7,5.0,5,5,2,None,5,5,5,2,3,5,5,3,2,2,5,5,5,5,1,3,3,2,3,4,,,yes,0.9,black,female,6239.0,8634.0,7266.0,7364.0,5778.0,8601.0,7727.0,7397.0,693.2222222222222,863.4,908.25,818.2222222222222,722.25,860.1,858.5555555555555,821.8888888888889,2.5,3.75,4.5,4.5,3.0
9015,24360,1,blkTestCatAAp,57,2,800,Avoid,1,798,Implicit,s.a4f8d269-0725-4f2c-8e82-9a981648b151.txt,Names_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,1830,R_2af64mzdzH3DJAJ,26,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Slightly liberal,38556,Prefer not to say,UcDQF8p4Qw,45,1,1.0,None,2,None,None,58,1,5.0,All,All,4,All,1,3,3,4,5,5,1,2,5,3,2,3,5,5,1,1,3,4,3,3,Nope. The survey was clear and simple.,I love these types of surveys. I wish I could do them all the time.,yes,1.0,black,female,7062.0,7178.0,6374.0,6777.0,6859.0,7112.0,6577.0,6843.0,706.2,717.8,637.4,677.7,685.9,711.2,657.7,684.3,3.0,3.5,2.25,2.5,4.25
9055,24460,1,blkTestCatAAp,31,2,1400,Avoid,1,544,Implicit,s.ea0d5892-9563-4531-8d9d-594ebd3942a9.txt,Names_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,677,R_1OrUs0ux0BSUm1x,28,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Moderate,48021,Entertainment,RrUTR4uPzU,50,3,5.0,2,2,3,None,80,2,6.0,5,5,5,All,2,4,3,1,4,1,2,4,2,3,2,4,4,2,4,1,2,4,2,4,"No, the questions were clear and the exercise was pretty simple, overall.",N/A.,yes,0.95,white,male,6416.0,6022.0,5054.0,5402.0,5867.0,5787.0,5603.0,5637.0,641.6,602.2,561.5555555555555,600.2222222222222,586.7,643.0,622.5555555555555,563.7,3.75,3.75,1.5,3.0,1.75
9093,24560,1,blkTestCatAAp,51,2,1500,Avoid,1,1001,Implicit,s.11f67253-f22c-4e69-b9b4-57055538b544.txt,Names_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,901,R_33qECFx0hoD19St,30,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Moderate,29058,Prefer not to say,FDXXyCU8RB,65,5,,None,3,2,2,80,3,6.0,All,5,5,5,3,4,4,2,3,3,4,4,2,4,4,4,3,2,4,2,4,4,2,4,no it was pretty clear of a study.,"I like this study, found it interesting.",yes,0.975,black,male,7364.0,7646.0,6059.0,6522.0,6357.0,6858.0,7066.0,7310.0,736.4,764.6,605.9,724.6666666666666,635.7,762.0,706.6,731.0,3.75,3.75,3.0,4.0,2.0
9132,24660,1,blkTestCatAAp,33,2,1700,Avoid,1,1355,Implicit,s.8095a85b-abc5-45ff-bc05-56fb073d4def.txt,Names_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,1255,R_RaxSBzMHFwcVSwN,59,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Moderate,14622,Other,855nOGUzDR,90,1,6.0,3,5,3,5,60,5,3.0,5,5,5,5,2,4,3,2,4,2,4,4,3,4,2,5,3,2,4,2,5,4,4,5,No,I wish it included people with disabilities.,yes,1.0,white,male,9897.0,10524.0,9667.0,12504.0,9621.0,10549.0,9943.0,12479.0,989.7,1052.4,966.7,1250.4,962.1,1054.9,994.3,1247.9,4.25,3.5,2.0,4.5,2.75
9172,24760,1,blkTestCatAAp,65,2,1600,Avoid,1,934,Implicit,s.8ff90607-bfad-426f-8227-35c868874e45.txt,Names_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,1482,R_yQlw8Rge30bV0EF,40,Female,Female,Black or African American alone,Absolutely not true,Slightly liberal,84015,Other,GAznHUUG6t,98,1,6.0,4,4,3,5,90,2,5.0,4,5,3,4,1,4,2,2,5,2,4,4,3,4,2,4,4,4,4,2,4,4,4,5,No,Not at this time,yes,1.0,black,female,7369.0,6393.0,5539.0,7085.0,7079.0,6254.0,5829.0,7224.0,736.9,639.3,553.9,708.5,707.9,625.4,582.9,722.4,4.5,3.5,1.75,4.0,3.25
9212,24860,1,blkTestCatAAp,61,2,1400,Avoid,1,1027,Implicit,s.70d3dd8d-67d2-4fa2-99ae-5f755ee68bba.txt,Names_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,1204,R_3RwNkFDSrCW73XL,73,Female,Female,Black or African American alone,Absolutely not true,Slightly conservative,33142,Entertainment,SG3QPawgwK,71,2,3.0,5,4,All,5,51,2,5.0,4,3,3,2,4,5,3,2,5,4,5,2,2,3,4,4,5,2,5,5,4,4,2,4,"Yes, I did not understand whether the in-group was based on proximity of location or racial characteristics.",,yes,0.975,black,female,7315.0,9616.0,7866.0,8008.0,7242.0,8459.0,7939.0,9165.0,812.7777777777778,961.6,786.6,800.8,724.2,845.9,882.1111111111111,916.5,4.25,3.5,4.25,4.5,2.0
9251,24960,1,blkTestCatAAp,37,2,1200,Avoid,1,473,Implicit,s.eff1c44d-82f4-4ef5-96b0-2dd1a0b9fb34.txt,Names_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,1331,R_1guV0M0qQNskZnc,42,Female,Female,Black or African American alone,Absolutely not true,Moderate,75570,Other,BxhewNP2rr,92,4,5.0,All,4,All,4,60,6,5.0,All,All,5,5,4,5,4,4,4,3,4,4,2,4,2,4,4,4,4,2,4,4,4,4,No it was actually pretty simple,no,yes,1.0,white,female,4922.0,4045.0,5547.0,4537.0,5217.0,3996.0,5252.0,4586.0,492.2,404.5,554.7,453.7,521.7,399.6,525.2,458.6,4.0,4.0,2.75,4.25,3.5
9291,25060,1,blkTestCatAAp,28,1,900,Approach,1,651,Implicit,s.fdc73218-b277-478b-9962-97487d13d43f.txt,Names_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,1294,R_r7PjAY6reddT9ER,64,Female,Female,Black or African American alone,Absolutely not true,Moderate,77014,Other,p22jtgPALs,81,2,6.0,5,4,5,5,71,3,5.0,4,4,4,4,3,5,4,1,5,4,2,4,1,4,4,4,4,1,5,4,4,5,2,5,"No, this study was very clear.",Thank you for including me in this interesting and engaging survey experience.,yes,1.0,white,male,7498.0,7210.0,7313.0,7421.0,7715.0,7303.0,7096.0,7328.0,749.8,721.0,731.3,742.1,771.5,730.3,709.6,732.8,4.75,4.25,3.75,3.75,1.25
